synthetic_id,complaint_type,descriptor,resolution_description,agency,source
792,noise - residential,neighbor banging on walls after midnight next door.,,NYPD,synthetic_rule_training_v2
793,noise - residential,"Please send help, neighbor playing loud music for several hours on Forest Ave.",,NYPD,synthetic_rule_training_v2
794,noise - residential,There is a complaint about apartment upstairs that playing loud music during quiet hours in the building.,,NYPD,synthetic_rule_training_v2
795,noise - residential,"Please send help, people next door having a loud party every night in the building.",,NYPD,synthetic_rule_training_v2
796,noise - residential,There is a complaint about apartment upstairs that having a loud party every night on Forest Ave.,,NYPD,synthetic_rule_training_v2
797,noise - residential,neighbor banging on walls late at night on Forest Ave.,,NYPD,synthetic_rule_training_v2
798,noise - residential,There is a complaint about people next door that having a loud party for several hours next door.,,NYPD,synthetic_rule_training_v2
799,noise - residential,"Please send help, apartment upstairs playing loud music after midnight above my apartment.",,NYPD,synthetic_rule_training_v2
800,noise - residential,noise - residential: people next door yelling loudly late at night in the building.,,NYPD,synthetic_rule_training_v2
801,snow or ice,"Please send help, snow needs to be cleared from the road outside my building.",,DSNY,synthetic_rule_training_v2
802,snow or ice,I need to report that ice buildup is causing hazard on the curb near Main St.,,DSNY,synthetic_rule_training_v2
803,snow or ice,snow is blocking the sidewalk outside my building.,,DSNY,synthetic_rule_training_v2
804,snow or ice,snow and ice is covering the crosswalk at the corner.,,DSNY,synthetic_rule_training_v2
805,snow or ice,There is a complaint about snow and ice that was not removed from the road in front of school.,,DSNY,synthetic_rule_training_v2
806,snow or ice,There is a complaint about ice that was not removed from the curb outside my building.,,DSNY,synthetic_rule_training_v2
807,snow or ice,Resident reports snow and ice is covering the crosswalk at the corner.,,DSNY,synthetic_rule_training_v2
808,snow or ice,There is a complaint about icy condition that is blocking the crosswalk in front of school.,,DSNY,synthetic_rule_training_v2
809,snow or ice,ice is covering the road outside my building.,,DSNY,synthetic_rule_training_v2
810,snow or ice,snow or ice: snow and ice is causing hazard on the sidewalk in front of school.,,DSNY,synthetic_rule_training_v2
811,snow or ice,snow and ice is causing hazard on the curb in front of school.,,DSNY,synthetic_rule_training_v2
812,snow or ice,I need to report that snow and ice is causing hazard on the sidewalk at the corner.,,DSNY,synthetic_rule_training_v2
813,snow or ice,"Please send help, snow needs to be cleared from the street on Forest Ave.",,DSNY,synthetic_rule_training_v2
814,snow or ice,snow or ice: snow buildup is causing hazard on the bus stop in front of school.,,DSNY,synthetic_rule_training_v2
815,snow or ice,Resident reports snow needs to be cleared from the sidewalk near Main St.,,DSNY,synthetic_rule_training_v2
816,snow or ice,Resident reports ice is blocking the road at the corner.,,DSNY,synthetic_rule_training_v2
817,snow or ice,ice buildup needs to be cleared from the sidewalk near Main St.,,DSNY,synthetic_rule_training_v2
818,snow or ice,snow or ice: icy condition was not removed from the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
819,snow or ice,snow and ice is causing hazard on the curb in front of school.,,DSNY,synthetic_rule_training_v2
820,snow or ice,"Please send help, icy condition is causing hazard on the curb on Forest Ave.",,DSNY,synthetic_rule_training_v2
821,snow or ice,I need to report that snow buildup is causing hazard on the bus stop at the corner.,,DSNY,synthetic_rule_training_v2
822,snow or ice,snow and ice is blocking the sidewalk in front of school.,,DSNY,synthetic_rule_training_v2
823,snow or ice,snow or ice: snow buildup is covering the road in front of school.,,DSNY,synthetic_rule_training_v2
824,snow or ice,icy condition is causing hazard on the crosswalk at the corner.,,DSNY,synthetic_rule_training_v2
825,snow or ice,"Please send help, snow and ice needs to be cleared from the bus stop in front of school.",,DSNY,synthetic_rule_training_v2
826,snow or ice,There is a complaint about snow that is blocking the crosswalk at the corner.,,DSNY,synthetic_rule_training_v2
827,snow or ice,Resident reports snow buildup is causing hazard on the street at the corner.,,DSNY,synthetic_rule_training_v2
828,snow or ice,snow and ice was not removed from the street near Main St.,,DSNY,synthetic_rule_training_v2
829,snow or ice,ice buildup needs to be cleared from the crosswalk outside my building.,,DSNY,synthetic_rule_training_v2
830,snow or ice,icy condition was not removed from the crosswalk outside my building.,,DSNY,synthetic_rule_training_v2
831,snow or ice,There is a complaint about ice buildup that is covering the sidewalk near Main St.,,DSNY,synthetic_rule_training_v2
832,snow or ice,"Please send help, ice buildup needs to be cleared from the crosswalk outside my building.",,DSNY,synthetic_rule_training_v2
833,snow or ice,I need to report that snow and ice is causing hazard on the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
834,snow or ice,Resident reports snow and ice is blocking the curb at the corner.,,DSNY,synthetic_rule_training_v2
835,snow or ice,snow or ice: icy condition is covering the bus stop near Main St.,,DSNY,synthetic_rule_training_v2
836,snow or ice,icy condition is causing hazard on the curb near Main St.,,DSNY,synthetic_rule_training_v2
837,snow or ice,snow or ice: snow buildup is covering the sidewalk near Main St.,,DSNY,synthetic_rule_training_v2
838,snow or ice,Resident reports snow is blocking the road at the corner.,,DSNY,synthetic_rule_training_v2
839,snow or ice,icy condition is blocking the crosswalk outside my building.,,DSNY,synthetic_rule_training_v2
840,snow or ice,There is a complaint about snow buildup that needs to be cleared from the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
841,snow or ice,I need to report that snow is blocking the crosswalk at the corner.,,DSNY,synthetic_rule_training_v2
842,snow or ice,snow or ice: snow and ice is blocking the curb in front of school.,,DSNY,synthetic_rule_training_v2
843,snow or ice,snow or ice: icy condition was not removed from the sidewalk outside my building.,,DSNY,synthetic_rule_training_v2
844,snow or ice,I need to report that ice buildup is covering the crosswalk on Forest Ave.,,DSNY,synthetic_rule_training_v2
845,snow or ice,There is a complaint about snow that is blocking the bus stop near Main St.,,DSNY,synthetic_rule_training_v2
846,snow or ice,Resident reports ice buildup is blocking the street near Main St.,,DSNY,synthetic_rule_training_v2
847,snow or ice,"Please send help, ice buildup needs to be cleared from the bus stop on Forest Ave.",,DSNY,synthetic_rule_training_v2
848,snow or ice,I need to report that snow needs to be cleared from the sidewalk near Main St.,,DSNY,synthetic_rule_training_v2
849,snow or ice,snow or ice: snow is blocking the crosswalk in front of school.,,DSNY,synthetic_rule_training_v2
850,snow or ice,"Please send help, ice buildup was not removed from the curb at the corner.",,DSNY,synthetic_rule_training_v2
851,snow or ice,"Please send help, snow and ice was not removed from the sidewalk at the corner.",,DSNY,synthetic_rule_training_v2
852,snow or ice,"Please send help, ice buildup is causing hazard on the bus stop at the corner.",,DSNY,synthetic_rule_training_v2
853,snow or ice,snow or ice: snow is covering the bus stop outside my building.,,DSNY,synthetic_rule_training_v2
854,snow or ice,snow or ice: ice buildup is causing hazard on the bus stop outside my building.,,DSNY,synthetic_rule_training_v2
855,snow or ice,"Please send help, ice buildup is covering the curb on Forest Ave.",,DSNY,synthetic_rule_training_v2
856,snow or ice,"Please send help, icy condition was not removed from the crosswalk outside my building.",,DSNY,synthetic_rule_training_v2
857,snow or ice,I need to report that ice buildup was not removed from the sidewalk near Main St.,,DSNY,synthetic_rule_training_v2
858,snow or ice,snow or ice: ice is covering the bus stop at the corner.,,DSNY,synthetic_rule_training_v2
859,snow or ice,I need to report that icy condition is blocking the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
860,snow or ice,I need to report that snow and ice was not removed from the crosswalk at the corner.,,DSNY,synthetic_rule_training_v2
861,snow or ice,There is a complaint about snow and ice that is covering the bus stop in front of school.,,DSNY,synthetic_rule_training_v2
862,snow or ice,Resident reports icy condition is blocking the street in front of school.,,DSNY,synthetic_rule_training_v2
863,snow or ice,I need to report that snow and ice was not removed from the bus stop outside my building.,,DSNY,synthetic_rule_training_v2
864,snow or ice,Resident reports ice buildup is causing hazard on the sidewalk outside my building.,,DSNY,synthetic_rule_training_v2
865,snow or ice,snow and ice is blocking the street outside my building.,,DSNY,synthetic_rule_training_v2
866,snow or ice,I need to report that snow buildup is blocking the street outside my building.,,DSNY,synthetic_rule_training_v2
867,snow or ice,I need to report that snow is blocking the crosswalk near Main St.,,DSNY,synthetic_rule_training_v2
868,snow or ice,I need to report that icy condition needs to be cleared from the crosswalk outside my building.,,DSNY,synthetic_rule_training_v2
869,snow or ice,"Please send help, snow buildup was not removed from the curb on Forest Ave.",,DSNY,synthetic_rule_training_v2
870,snow or ice,There is a complaint about snow that is causing hazard on the bus stop in front of school.,,DSNY,synthetic_rule_training_v2
871,snow or ice,snow and ice is blocking the bus stop on Forest Ave.,,DSNY,synthetic_rule_training_v2
872,snow or ice,I need to report that snow and ice is causing hazard on the crosswalk at the corner.,,DSNY,synthetic_rule_training_v2
873,snow or ice,ice is blocking the sidewalk outside my building.,,DSNY,synthetic_rule_training_v2
874,snow or ice,There is a complaint about snow buildup that needs to be cleared from the sidewalk outside my building.,,DSNY,synthetic_rule_training_v2
875,snow or ice,I need to report that ice is covering the curb outside my building.,,DSNY,synthetic_rule_training_v2
876,snow or ice,I need to report that ice was not removed from the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
877,snow or ice,snow and ice was not removed from the sidewalk near Main St.,,DSNY,synthetic_rule_training_v2
878,snow or ice,snow or ice: ice needs to be cleared from the road near Main St.,,DSNY,synthetic_rule_training_v2
879,snow or ice,snow or ice: snow and ice needs to be cleared from the curb at the corner.,,DSNY,synthetic_rule_training_v2
880,snow or ice,There is a complaint about snow and ice that is covering the road in front of school.,,DSNY,synthetic_rule_training_v2
881,snow or ice,Resident reports ice buildup was not removed from the road outside my building.,,DSNY,synthetic_rule_training_v2
882,snow or ice,snow or ice: ice is covering the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
883,snow or ice,I need to report that ice buildup is blocking the sidewalk outside my building.,,DSNY,synthetic_rule_training_v2
884,snow or ice,"Please send help, ice is covering the curb in front of school.",,DSNY,synthetic_rule_training_v2
885,snow or ice,snow or ice: icy condition is blocking the road on Forest Ave.,,DSNY,synthetic_rule_training_v2
886,snow or ice,"Please send help, icy condition needs to be cleared from the street in front of school.",,DSNY,synthetic_rule_training_v2
887,snow or ice,snow or ice: snow buildup was not removed from the curb near Main St.,,DSNY,synthetic_rule_training_v2
888,snow or ice,"Please send help, snow and ice was not removed from the sidewalk near Main St.",,DSNY,synthetic_rule_training_v2
889,snow or ice,There is a complaint about snow that is blocking the sidewalk near Main St.,,DSNY,synthetic_rule_training_v2
890,snow or ice,Resident reports ice buildup is covering the bus stop in front of school.,,DSNY,synthetic_rule_training_v2
891,snow or ice,Resident reports snow was not removed from the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
892,snow or ice,There is a complaint about ice buildup that was not removed from the bus stop in front of school.,,DSNY,synthetic_rule_training_v2
893,snow or ice,snow buildup is covering the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
894,snow or ice,I need to report that snow is covering the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
895,snow or ice,There is a complaint about snow and ice that needs to be cleared from the road in front of school.,,DSNY,synthetic_rule_training_v2
896,snow or ice,"Please send help, snow and ice is blocking the sidewalk on Forest Ave.",,DSNY,synthetic_rule_training_v2
897,snow or ice,"Please send help, snow and ice is covering the street in front of school.",,DSNY,synthetic_rule_training_v2
898,snow or ice,"Please send help, snow buildup is causing hazard on the street near Main St.",,DSNY,synthetic_rule_training_v2
899,snow or ice,There is a complaint about snow that is causing hazard on the street in front of school.,,DSNY,synthetic_rule_training_v2
900,snow or ice,icy condition is covering the road at the corner.,,DSNY,synthetic_rule_training_v2
901,snow or ice,Resident reports snow buildup is blocking the crosswalk in front of school.,,DSNY,synthetic_rule_training_v2
902,snow or ice,Resident reports icy condition needs to be cleared from the crosswalk near Main St.,,DSNY,synthetic_rule_training_v2
903,snow or ice,snow buildup needs to be cleared from the sidewalk at the corner.,,DSNY,synthetic_rule_training_v2
904,snow or ice,"Please send help, ice is covering the road on Forest Ave.",,DSNY,synthetic_rule_training_v2
905,snow or ice,snow buildup needs to be cleared from the sidewalk on Forest Ave.,,DSNY,synthetic_rule_training_v2
906,snow or ice,snow or ice: snow is covering the crosswalk near Main St.,,DSNY,synthetic_rule_training_v2
907,snow or ice,There is a complaint about icy condition that was not removed from the curb on Forest Ave.,,DSNY,synthetic_rule_training_v2
908,snow or ice,ice is covering the crosswalk outside my building.,,DSNY,synthetic_rule_training_v2
909,snow or ice,I need to report that icy condition needs to be cleared from the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
910,snow or ice,snow is covering the sidewalk near Main St.,,DSNY,synthetic_rule_training_v2
911,snow or ice,"Please send help, icy condition needs to be cleared from the bus stop outside my building.",,DSNY,synthetic_rule_training_v2
912,snow or ice,I need to report that snow was not removed from the crosswalk near Main St.,,DSNY,synthetic_rule_training_v2
913,snow or ice,snow and ice needs to be cleared from the curb outside my building.,,DSNY,synthetic_rule_training_v2
914,snow or ice,There is a complaint about ice buildup that needs to be cleared from the curb near Main St.,,DSNY,synthetic_rule_training_v2
915,snow or ice,ice is covering the sidewalk on Forest Ave.,,DSNY,synthetic_rule_training_v2
916,snow or ice,There is a complaint about snow buildup that needs to be cleared from the bus stop at the corner.,,DSNY,synthetic_rule_training_v2
917,snow or ice,Resident reports snow buildup needs to be cleared from the crosswalk in front of school.,,DSNY,synthetic_rule_training_v2
918,snow or ice,ice buildup is blocking the curb at the corner.,,DSNY,synthetic_rule_training_v2
919,snow or ice,snow and ice needs to be cleared from the road on Forest Ave.,,DSNY,synthetic_rule_training_v2
920,snow or ice,"Please send help, ice buildup was not removed from the road in front of school.",,DSNY,synthetic_rule_training_v2
921,snow or ice,I need to report that snow buildup is causing hazard on the sidewalk outside my building.,,DSNY,synthetic_rule_training_v2
922,snow or ice,snow or ice: snow buildup is causing hazard on the road at the corner.,,DSNY,synthetic_rule_training_v2
923,snow or ice,I need to report that ice buildup is blocking the curb outside my building.,,DSNY,synthetic_rule_training_v2
924,snow or ice,I need to report that ice buildup needs to be cleared from the sidewalk in front of school.,,DSNY,synthetic_rule_training_v2
925,snow or ice,snow or ice: snow is covering the street near Main St.,,DSNY,synthetic_rule_training_v2
926,snow or ice,snow or ice: snow and ice needs to be cleared from the sidewalk on Forest Ave.,,DSNY,synthetic_rule_training_v2
927,snow or ice,There is a complaint about icy condition that is blocking the crosswalk outside my building.,,DSNY,synthetic_rule_training_v2
928,snow or ice,snow buildup is blocking the bus stop at the corner.,,DSNY,synthetic_rule_training_v2
929,snow or ice,There is a complaint about ice that is covering the curb at the corner.,,DSNY,synthetic_rule_training_v2
930,snow or ice,snow or ice: snow and ice is covering the curb at the corner.,,DSNY,synthetic_rule_training_v2
931,snow or ice,"Please send help, snow needs to be cleared from the street on Forest Ave.",,DSNY,synthetic_rule_training_v2
932,snow or ice,snow and ice needs to be cleared from the road in front of school.,,DSNY,synthetic_rule_training_v2
933,snow or ice,snow or ice: snow is covering the bus stop in front of school.,,DSNY,synthetic_rule_training_v2
934,snow or ice,I need to report that icy condition is causing hazard on the bus stop near Main St.,,DSNY,synthetic_rule_training_v2
935,snow or ice,I need to report that ice buildup needs to be cleared from the crosswalk outside my building.,,DSNY,synthetic_rule_training_v2
936,snow or ice,ice needs to be cleared from the crosswalk in front of school.,,DSNY,synthetic_rule_training_v2
937,snow or ice,snow or ice: snow buildup needs to be cleared from the street outside my building.,,DSNY,synthetic_rule_training_v2
938,snow or ice,I need to report that snow and ice is covering the road near Main St.,,DSNY,synthetic_rule_training_v2
939,snow or ice,icy condition was not removed from the street outside my building.,,DSNY,synthetic_rule_training_v2
940,snow or ice,snow or ice: snow buildup was not removed from the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
941,snow or ice,ice needs to be cleared from the sidewalk at the corner.,,DSNY,synthetic_rule_training_v2
942,snow or ice,icy condition is causing hazard on the sidewalk near Main St.,,DSNY,synthetic_rule_training_v2
943,snow or ice,snow and ice is blocking the curb near Main St.,,DSNY,synthetic_rule_training_v2
944,snow or ice,I need to report that icy condition is covering the curb on Forest Ave.,,DSNY,synthetic_rule_training_v2
945,snow or ice,I need to report that ice buildup is causing hazard on the road at the corner.,,DSNY,synthetic_rule_training_v2
946,snow or ice,There is a complaint about ice buildup that is causing hazard on the bus stop near Main St.,,DSNY,synthetic_rule_training_v2
947,snow or ice,There is a complaint about snow that is causing hazard on the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
948,snow or ice,snow or ice: snow and ice is causing hazard on the curb in front of school.,,DSNY,synthetic_rule_training_v2
949,snow or ice,Resident reports ice buildup is causing hazard on the sidewalk near Main St.,,DSNY,synthetic_rule_training_v2
950,snow or ice,snow and ice is causing hazard on the bus stop outside my building.,,DSNY,synthetic_rule_training_v2
951,snow or ice,snow or ice: snow and ice needs to be cleared from the bus stop near Main St.,,DSNY,synthetic_rule_training_v2
952,snow or ice,"Please send help, snow and ice was not removed from the crosswalk at the corner.",,DSNY,synthetic_rule_training_v2
953,snow or ice,Resident reports ice needs to be cleared from the bus stop in front of school.,,DSNY,synthetic_rule_training_v2
954,snow or ice,"Please send help, ice buildup is causing hazard on the crosswalk in front of school.",,DSNY,synthetic_rule_training_v2
955,snow or ice,I need to report that ice is blocking the sidewalk in front of school.,,DSNY,synthetic_rule_training_v2
956,snow or ice,I need to report that icy condition was not removed from the street near Main St.,,DSNY,synthetic_rule_training_v2
957,snow or ice,I need to report that ice buildup is blocking the bus stop in front of school.,,DSNY,synthetic_rule_training_v2
958,snow or ice,I need to report that ice buildup was not removed from the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
959,snow or ice,"Please send help, snow buildup needs to be cleared from the bus stop in front of school.",,DSNY,synthetic_rule_training_v2
960,snow or ice,I need to report that ice buildup needs to be cleared from the street in front of school.,,DSNY,synthetic_rule_training_v2
961,snow or ice,"Please send help, snow and ice is covering the bus stop on Forest Ave.",,DSNY,synthetic_rule_training_v2
962,snow or ice,snow and ice is blocking the road on Forest Ave.,,DSNY,synthetic_rule_training_v2
963,snow or ice,Resident reports icy condition is blocking the crosswalk outside my building.,,DSNY,synthetic_rule_training_v2
964,snow or ice,Resident reports snow was not removed from the sidewalk in front of school.,,DSNY,synthetic_rule_training_v2
965,snow or ice,icy condition needs to be cleared from the road in front of school.,,DSNY,synthetic_rule_training_v2
966,snow or ice,I need to report that ice buildup is causing hazard on the sidewalk in front of school.,,DSNY,synthetic_rule_training_v2
967,snow or ice,There is a complaint about ice that is causing hazard on the street outside my building.,,DSNY,synthetic_rule_training_v2
968,snow or ice,I need to report that ice buildup is covering the curb at the corner.,,DSNY,synthetic_rule_training_v2
969,snow or ice,There is a complaint about ice buildup that was not removed from the bus stop on Forest Ave.,,DSNY,synthetic_rule_training_v2
970,snow or ice,ice buildup was not removed from the sidewalk in front of school.,,DSNY,synthetic_rule_training_v2
971,snow or ice,There is a complaint about ice that was not removed from the bus stop in front of school.,,DSNY,synthetic_rule_training_v2
972,snow or ice,I need to report that snow buildup is blocking the street near Main St.,,DSNY,synthetic_rule_training_v2
973,snow or ice,"Please send help, snow and ice is blocking the street on Forest Ave.",,DSNY,synthetic_rule_training_v2
974,snow or ice,Resident reports ice is causing hazard on the road at the corner.,,DSNY,synthetic_rule_training_v2
975,snow or ice,snow and ice was not removed from the bus stop outside my building.,,DSNY,synthetic_rule_training_v2
976,snow or ice,Resident reports ice is causing hazard on the crosswalk on Forest Ave.,,DSNY,synthetic_rule_training_v2
977,snow or ice,"Please send help, snow and ice is blocking the road near Main St.",,DSNY,synthetic_rule_training_v2
978,snow or ice,"Please send help, snow buildup is covering the street in front of school.",,DSNY,synthetic_rule_training_v2
979,snow or ice,I need to report that icy condition needs to be cleared from the bus stop in front of school.,,DSNY,synthetic_rule_training_v2
980,snow or ice,"Please send help, snow was not removed from the bus stop near Main St.",,DSNY,synthetic_rule_training_v2
981,snow or ice,Resident reports snow buildup is covering the bus stop near Main St.,,DSNY,synthetic_rule_training_v2
982,snow or ice,There is a complaint about snow buildup that is causing hazard on the curb on Forest Ave.,,DSNY,synthetic_rule_training_v2
983,snow or ice,"Please send help, ice is blocking the street outside my building.",,DSNY,synthetic_rule_training_v2
984,snow or ice,"Please send help, icy condition was not removed from the sidewalk in front of school.",,DSNY,synthetic_rule_training_v2
985,snow or ice,snow or ice: snow and ice is causing hazard on the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
986,snow or ice,ice buildup was not removed from the curb near Main St.,,DSNY,synthetic_rule_training_v2
987,snow or ice,I need to report that snow buildup is causing hazard on the sidewalk on Forest Ave.,,DSNY,synthetic_rule_training_v2
988,snow or ice,I need to report that icy condition needs to be cleared from the road at the corner.,,DSNY,synthetic_rule_training_v2
989,snow or ice,"Please send help, snow buildup was not removed from the road in front of school.",,DSNY,synthetic_rule_training_v2
990,snow or ice,"Please send help, snow buildup is causing hazard on the curb at the corner.",,DSNY,synthetic_rule_training_v2
991,snow or ice,icy condition is blocking the crosswalk in front of school.,,DSNY,synthetic_rule_training_v2
992,snow or ice,snow is blocking the bus stop in front of school.,,DSNY,synthetic_rule_training_v2
993,snow or ice,ice buildup is covering the sidewalk near Main St.,,DSNY,synthetic_rule_training_v2
994,snow or ice,I need to report that snow and ice is covering the sidewalk in front of school.,,DSNY,synthetic_rule_training_v2
995,snow or ice,I need to report that ice buildup needs to be cleared from the street on Forest Ave.,,DSNY,synthetic_rule_training_v2
996,snow or ice,I need to report that ice buildup is blocking the road at the corner.,,DSNY,synthetic_rule_training_v2
997,snow or ice,I need to report that icy condition is covering the road on Forest Ave.,,DSNY,synthetic_rule_training_v2
998,snow or ice,ice was not removed from the bus stop on Forest Ave.,,DSNY,synthetic_rule_training_v2
999,snow or ice,snow or ice: ice was not removed from the curb at the corner.,,DSNY,synthetic_rule_training_v2
1000,snow or ice,There is a complaint about ice buildup that needs to be cleared from the curb outside my building.,,DSNY,synthetic_rule_training_v2
